name,score,comment,date,city,score1
飞鸟凉,3.0,地球都你的了随便吧毁灭吧赶紧的累了,2019-02-06,,还行
维雪魂,5.0,加成至五星的确瑕疵是有但大多数时候还是能够被更多的优点所掩盖和弥补不止是艺指和特效超乎预期终于有一部中国科幻电影能够提交出一份撑得起这个类型和制作规模的剧本,2019-01-21,潮州市,力荐
天马星,4.0,尽管走马观花的奇观展示和中国元素的错误运用让人有些尴尬但是整体合格尤其是美术设计达到了科幻灾难片应有的一流水准而更加值得加分的是影片家园与希望的内核在科幻电影越来越沦为超英打架和视效堆砌的今天流浪地球证明一个有想象力的点子是多么难得,2019-02-06,深圳市,推荐
颜落寒,3.0,保持谦虚才有继续进步的空间中国科幻电影天花板已经这么低了或者说根本没有就不要再过分吹嘘和自我满足了还是理性看待这部难得之作比较好,2019-02-05,北京,还行
滕子京,,挺好的灾难片比原著丰富很多不太想打上中国科幻的标签更不希望与此捆绑更希望作为科幻的一种类型脑洞型多拍一点星战钢铁侠那种片少一点,2019-02-06,北京,--
Paco,3.0,歌颂集体但不歌颂集体主义这个核心从韩朵朵成为希望符号引领世界性同心同力而权威明确给予了所有人选择公私的权利起就已经圆满输出了这是我选择拥抱流浪地球最重要的原因在一言难尽的美学和概念杂糅之外这是真正值得骄傲的那份中国特色文本上的这一抹辩证之光无论是对比位于天平两端的红海和战狼还是放眼到新世纪的华语工业创作都是在题材视效之外同样值得珍视且不可忽视的一点吴京的角色如果最后能多一点星际穿越式的知性权衡少一点燃情为先的无畏这层包裹在强国外壳下的修正表意一定会更加完美再说其他基本就都是赘述了认同没什么好黑但也坚决反对黑不得,2019-02-14,深圳市,还行
大海里的针,5.0,牛逼太牛逼了原著的恢宏气势基本保留下来了剧情真的不输那些好莱坞软科幻大片比降临湮灭这样的硬科幻改编也有过之无不及吴京戏份其实不少出钱又出力对国产电影真是大功一件了要说唯一的瑕疵就是那个韩朵朵演技和台词有点尬,2019-02-05,,力荐
六十六个猴,2.0,煽情煽到恶心本来忽略硬伤三星也还是有的,2019-02-08,,较差
柴禾-ChaiHe,1.0,叙事基本没起作用剪辑一团糟中途睡着了,2019-02-08,,很差
王富贵,4.0,要说和好莱坞的科幻大片有啥区别那就是美国人拯救地球都是自己单干而中国则提倡人类命运共同体,2019-02-05,上海,推荐
Dr希鲁鲁克,5.0,十几年前每个月都要跑报刊亭看有没有最新一期的科幻世界如果有刘慈欣三个字那更是非买不可如今看到流浪地球拍成了电影真的是老泪纵横本片质量上乘瑕不掩瑜说开启中国科幻电影元年毫不为过,2019-02-06,,力荐
逃跑的木偶,5.0,电影四星鼓励一星评论区撕的鸡飞狗跳更证明了国内大众科普事业任重道远一帮子民科都不如的人指出科幻设定问题我也是醉了国内需要做科幻的带头人任重道远加油,2019-02-05,滁州市,力荐
lowdive,5.0,看完了终于可以说几句了但我只代表个人的观影体验我给过星际穿越五星湮灭降临和地心引力都给了四颗星那么流浪地球在我这就肯定有四星半电影放映之前还放了阿丽塔和哥斯拉的预告片好莱坞的这些套路我真的受得够够的了为了这个给流浪地球再加半颗星,2019-02-13,,力荐
杨迪,5.0,说实话我有些震撼一开场的地下城我看着就非常有与之前中国电影不一样的感觉还有饱和式营救非常合情合理值得打五星,2019-02-16,,力荐
離塵逸士,1.0,据说打星會招来太空戰狼的亲睐我对刘慈欣打着兜售其整體主义思想实验和恶臭世界观的电影無感,2019-02-06,武汉市,很差
黑狗成,4.0,多处致敬卡朋特和库布里克算小京喜,2019-01-28,上海,推荐
mumudancing,4.0,真的就是没有美国人,2019-02-06,上海,推荐
某猪·坑坑洼洼,5.0,客观讲四星高起点加一星鼓励后来的想蹭热度圈钱的家伙们可要想清楚了,2019-02-06,深圳市,力荐
大佑,,缺點在各種強行煽情處暴露地一覽無餘看完全片印象最深刻的就是親人兩行淚美式英雄個人主義套路與中國思想文化中人定勝天的心態強行結合所形成的正義價值觀真是讓人一言難盡朵朵廣播那一段真是超大敗筆直接假大空煽情班長的話也是夠諷刺的了視效確實很不錯但忽略式剪輯真是拖後腿,2019-02-08,,--
𝔸𝕫𝕖𝕣𝕚𝕝,5.0,刘慈欣同名小说改编末世场景很绝妙的想象力地下都市有如阿西莫夫钢穴的实体化剧情虽显一板一眼包括在煽情与台词上处理的并不完美选角可能也显得不够稳重但整体上说白壁微暇剧情还算有模有样而在特效制作上更是气势恢弘行星发动机的故障冰封都市行军的坎坷太空空间站的异动地球与木星的何去何从也都牵动人心终于等到当代中国电影届拿出一部好莱坞水准的科幻作品了感怀不已,2019-02-07,,力荐
Shelia Liu,3.0,除了特效我还要额外赞美一下片尾动画角色什么的一无是处了,2019-02-10,上海,还行
判官赵,4.0,该说的大家都说了补充几点看硬件和主旨够了还要什么自行车爱球主义和人类命运共同体主旋律没有错吴京没问题吴孟达令人泪目部分台词应该后改过有些幼稚和尴尬细节渲染不够情感上也是红海那套直接死人冲击这一点很大刘很硬很直男最重要的一点不是太空战狼真硬核科幻还是有门槛的所以票房大概率在左右,2019-01-28,北京,推荐
万峰,5.0,月球到哪里去了,2019-02-07,杭州市,力荐
种瓜得瓜,2.0,不鼓励了解决方案跟玩一样中国人不遵守规则的习惯在未来哪怕在地球流浪时都没有任何改变这比人类灭亡还绝望全世界的科学家都不如一个年轻人的灵光一闪抗日神剧都只能靠边一样是撞击对比下普罗米修斯黑人船长撞击工程师飞船那一下哪有那么多废话,2019-02-12,无锡市,较差
臧舟壑,3.0,要不说是科幻片还行要说是科幻片就看乐呵吧人物塑造没一个喜欢的尤其女性太让人失望了都流浪地球年代了女性还是神经质情绪化没溜儿的形象偶尔流露出的一点儿人文价值信息也惨不忍睹为了人类的未来希望空间站慎重考虑招募对象国籍,2019-02-10,北京,还行
有心打扰,4.0,夜空中最亮的星那是吴京第届奥斯卡外语片中国内地申报电影稳了五十六种语言汇成一句话点燃木星牛逼,2019-02-06,泉州市,推荐
五色全味,3.0,建構世界和特效上看得出非常用心然而戲和人物卻都處理得欠佳這麼多人的群戲大多數人的都令人記不住年輕主角的表演更是雪上加霜讓人覺得面目模糊尤其是吳孟達在電梯那場戲非常混亂這部戲的成功在工業上的意義重大可以鼓勵更多相似題材的創作和技術提升但技術並不是一部電影最重要的電影敘事的基礎是戲人物及價值觀我對這個電影的好感在初中生演講和戰狼撞木星後幾乎消失殆盡在宇宙文明這樣普世的命題面前真的沒必要矮化老外和全世界文明獨把中國人塑造成懂得捨生取義的孤膽英雄如果能少一些借家國情懷帶出的煽動提防民族主義的情緒輸出一些真正的價值觀那才是文化自信的表現我想到時中國和中國電影都會變得更好共勉之,2019-02-12,北京,还行
史迁,1.0,仿佛看了一出国产家庭伦理剧从头到尾所有的人都在吵啊闹呀震得耳膜疼演员的演技为零瞪眼睛吼咧嘴皱眉三板斧装傻充愣白痴化编剧逻辑混乱一步一坑台词尴幽尬默丢人现眼水平不够爱国来凑出品方在做情怀绑架在耍流氓友邻们不必去影院看的等下线后如果好奇有会员的去视频网站瞅瞅没会员的就算了不看不可惜的友情避雷,2019-02-12,北京,很差
Concerto43,3.0,从太空灾难类型来看影片是及格的独立日并不比这片强而科幻类型不然好的科幻片需要设置一重或多重悖论来拷问人类现有的思维体系神学哲学伦理学进化论工业征服控制论等无所不包并使我们得到断裂式启发简言之科幻电影应被视作未知世界递来的一张名片让我们在惊悚的揣测中审视自身秩序片尾这种万岁冲锋式举动好莱坞一般用来拯救个人他们背后有上帝凛冽的目光不会越俎代庖,2019-02-10,马鞍山市,还行
David Kong,1.0,整个科学理念都是的人定胜天产物带着整个地球到处走就像这个民族带着五千年的垃圾文化孔孟强盗厚黑污染宇宙而无法自我更新和超越一样,2019-02-09,,很差
Irreversing,1.0,纯为宣发手段修改本来可以在,2019-02-13,北京,很差
神马HD,4.0,子子孙孙无穷匮也而山不加增何苦而不平,2019-02-07,,推荐
孤军独战曼比季,5.0,格局宏大特效用心与美式灾难片想传递的那种一个都不能少的精神相比刘慈欣监制的这部片试图假设在一个异常极端的环境下做出取舍最终的结果是用现在保将来舍大人保小孩舍单个个体以保住整个团队牺牲一个团队以保住整个族群的未来这种情况下就非常依赖这种少数个体的自我选择以及自我奉献英雄主义精神乃至于刘培强那种不惜一切代价的近乎于神风式牺牲精神不然就像刘培强通过舍弃妻子来保住儿子的生存权一样就会遭遇不小的伦理问题对于希望的意义父子代际之间的冲突问题等等这部片子也有所涉及总体说来虽然这部片子传递的味儿很有种东方式集体主义的味道但是没什么社达味,2019-02-05,,力荐
周宗澍,5.0,我去看宇宙战狼了真香携父母去看的虽然后半段人人都嗷嗷喊疯狂煽情实在有点受不了但是很值得再加一星鼓励国产科幻事业这样做的确是顶死冒友邻间政治正确之大不韪的但至少和其他片子一样真的看过之后再打服从观后感受不跟风不双标最重要的是没有收钱所以也没什么见不得人的设定是很浪漫的素质超过预期战狼度低于预期不过里面有很大一截吴京斗的段落完全是致敬照搬宇宙漫游的故事呀这一点太明显太值得商榷了话说我大学的时候就认识个山东济宁的朋友叫结果这里面也有个关在山东济宁监狱里面看的时候就在爆笑简直是大学哥们中间猪年最大的梗了,2019-02-06,北京,力荐
苏美丽Antoine,,不打分了吧怕被喷死但还是那句话当下的中国电影从来不缺资金和技术缺的是电影,2019-02-08,,--
王写写,3.0,跟疯狂的外星人反过来了前面只有展示没有叙事质感很棒转场糟糕交代宏观设定时很有表现力一到具体情节上就不会拍了导致许多场戏显得有些尴尬生硬无聊但是后面点燃发动机的整个段落却越发精彩起来几乎挽救了整部电影总体来说可以看出美术概念设计很给力结尾很有刘慈欣风格基本给国产科幻开了个好头,2019-02-09,北京,还行
山水烟花,4.0,流浪地球的计划浸润的依然是中国人安土重迁的思想结果最终在的检测中仍然选择了飞船派的放弃靠中国人拯救世界的故事充满希望的热血在年味回家的气氛渲染下很难不让人泪目中国的硬科幻里也包裹着柔软的人文内核我觉得作为第一部这片子很好很好勇敢踏出去的不是技术壁垒而是电影人想做大做好做强的决心,2019-01-23,北京,推荐
星辰,5.0,关于剧本改编可以当成是在太阳氦闪背景下的原著姐妹篇剧情和原著大不一样吐槽说感情戏不科幻的盆友我求求你们可别装科幻迷了刘慈欣王晋康乃至国外近代科幻小说家再硬的科幻小说没有人文关怀有个屁的意义虽然改了原著但是这是大刘自己参与的因为原著确实不适合拍成电影我觉得跟风说改编太多的人到底看过几遍原著或者有没有看过说政治正确的一波是个人英雄主义一波说人类命运共同体我觉得他们可以自己撕一撕这四部变形金刚原作里根本没有美国政府啥事银河漫游吗星际穿越不也要一个主角电影嘛不这么拍你当日日剧呢说不够硬的我只想说你给我世界上找任何一部科幻电影我都能给你指出他至少五个不符合科学的地方科幻不是科学吔屎啦雷,2019-02-05,宁波市,力荐
炯之,4.0,开始以为吴京是最没用的那个没想到,2019-02-08,上海,推荐
Evarnold,4.0,流浪地球已经解决的问题解决了国产商业科幻电影的自信心问题由此国产科幻通往投资和市场的大门敞开铲除了刘慈欣这个宝库通往顶级商业运营的障碍减轻了以往类似文本的民族性与国际性非此即彼的尴尬提供了一种大部分国人能理性接受的解决方案国际上能不能接受目前还不重要培养了一支能继续做下去的技术团队基于以上四点流浪地球足以留史功德无量流浪地球还没解决的问题特效与视听语言的结合问题特效会做了也形成了自己的办法和思路接下来要探索怎么引导观众去看画面怎么在视听上做好情绪的收与放宇宙题材不可避免要学会怎么更真实地展现空间与时间近与远的对比大与小的对比宇宙有多可怕人与天斗的精神才有多可贵这两个没解决的问题好莱坞也没多少人能解决哈哈,2019-02-07,上海,推荐
realhele,5.0,神经一样的人说看到影片切出来所以是烂片三问狗为什么中国人或亚裔不能在科幻大片当拯救地球的人是你被美帝文化洗脑还是你种族歧视为什么作为天宫发射国宇航大国我们不能有的空间站为什么我们建立文化自信之初不能给自己打打气人还允许哪怕稍微有点自恋祖国就不可以吗,2019-02-05,深圳市,力荐
LF,5.0,一种苏联式隐喻曾经围绕着的太阳要熄灭了我们必须找到另一个太阳在达到目标之前需要实现一种愚公移山式的世代级牺牲相比原著虽然改动极大只留了设定但还是保留了刘慈欣式的冷战思维和敢叫日月换新天的铁人精神一万年太久只争朝夕啊,2019-02-11,深圳市,力荐
有有,4.0,作为国产科幻片特效啥的让人挺惊艳的就是剧情有点崩希望再接再厉吧,2019-02-05,,推荐
莫陶客,4.0,很意外很好看几乎是全场观众的共识春节稳了就像去年的红海跟大刘坐在同排观影,2019-01-20,北京,推荐
夏奈,4.0,一定要在电影院看的电影看配上好音效非常燃部分特效确实看得出瑕疵但对于中国电影来说无疑是一大进步希望导演的下一部戏不要这么多尴尬的煽情戏尽量不要请吴京了不是因为他又红又专而是因为他真的没什么演技,2019-02-15,,推荐
咸鱼撵死猫,3.0,气势恢宏特效很棒这种体量的国产科幻题材值得鼓励但这并不是什么标榜或者崛起之类的这就是我们的一个新起点希望中国电影越来越好希望豆瓣也趋于正常不要搅浑了这一片净土,2019-02-11,哈尔滨市,还行
darkcat,4.0,大概只有中国人会想拖着地球一起走带着家园而不是选择抛弃它,2019-02-08,,推荐
太常寺协律郎,,不敢打分了看的效果超赞尤其是最后冲击波回来的时候椅子乱动狂喷气还有撞击背部非常爽但就是不要吃东西疼,2019-02-10,,--
喵咪戴戒指,5.0,打一星的是什么心理搞不懂反正我得打个五星平衡下虽然被妹子请求其他救援车帮助的时候发表的那个演讲尴尬到了以及其他一些有的没的煽情但还是觉得很棒啊场面很恢宏概念也很新也并不是一味地宣扬中国的力量最后还是靠全人类的努力觉得值得鼓励吧,2019-02-06,南京市,力荐
白关,2.0,一开始就猜到了结局有女主角但是没啥用故意煽情逻辑硬伤没什么镜头都没切好从头硬到底没节奏这些烂片的元素全占了还别提什么价值观撑死就是弟子规那一套,2019-02-07,北京,较差
Favillae,3.0,一部普通末世灾难片毫无悲剧感无论杭州地下城被岩浆吞没的万人还是留在地表被牺牲的亿人都只是宏大叙事下苍白的数字背景为主角一家做陪衬的包括所有配角都仅止于陪衬场景还过得去但是人物基本毫无亮点乏善可陈让我印象最好的是被坑了的姥爷这也秉承了大刘小说的特色主角兄妹里的哥哥让我想一脚踹死为啥这种片让个中二病熊孩子当主角啊你哪怕让个类似章北海的上啊妹妹的作用大概就是让她在最后的全球广播频道里念一篇幼稚尬煽让人捂脸的小学生命题作文还有那个一声不吭打爆火石的女队员完全是三体里女性角色的代表啊最大的毛病就是乡土味煽情泛滥了最后作为贺岁片我带我娘去看了看完后我娘说不好看,2019-02-05,,还行
汝就做吾的犬吧,5.0,想多给一星虽然挺多地方是套的公式化模板但还是希望中国的科幻电影起码这一次可以活下来不说什么走向国际也不说潮流旋律这些东西至少在这部电影里所有人都是在认真演认真导认真拍摄认真准备道具认真制作特效这种态度上的端正是可以看见的请务必坚持下去,2019-02-12,无锡市,力荐
SELVEN,3.0,把电影分国产和非国产来营销和评价本就不合适对观众来说只有合格的类型片和不合格的类型片而作为一部太空科幻类型片我认为流浪地球的制作是合格的至于剧情制定一个多年多步骤完成的大计划然后先牺牲掉一部分人之后再消灭掉一部分最后谁也不知道这计划最终会不会实现是不是听起来挺熟悉的呢,2019-02-05,北京,还行
王·萨格尔·墨,1.0,全程都有一种战狼的感觉主要是尴尬又实现了一个中国梦,2019-02-05,北京,很差
拧发条猫,5.0,万达刘慈欣亲友场超前观影会需要平复一下激动的心情整理好想说的话因为想说的太多太多迟一些吧简而言之就是我要吹爆流浪地球我不是科幻粉甚至也不是大刘粉但是看流浪地球的时候一直在想卧槽我特么终于可以拍着胸脯摸着良心让亲朋好友们去看因为这部电影真的太特么牛逼了特别特别稳重新定义中国大片重新定义中国电影工业水准中国科幻电影第一炮绝对可以打响了郭帆导演成了向参与过流浪地球创作过程的全体人员致敬所有人都在经历中国科幻和中国电影的里程碑,2019-01-20,北京,力荐
所有团的团长,3.0,特效不错剧情和节奏差强人意情绪调动我觉得还不如战狼努力和突破值得赞美但是没必要过誉和捧杀千万不要带着星际穿越的期待去看片子请调低期待更别说和星际比就是非蠢即坏既然是相对放开的市场为什么不能比我劝你善良我希望观众能为浩瀚宇宙而流泪而不是刻意煽情,2019-01-27,北京,还行
九个妖,2.0,呈现特别乱跟原著关系不大算是以原著为历史背景吧硬煽硬要死人肯定会哭哭完觉得油其实觉得看原著足够了画面是看得出很用心就是有一种硬来的感还有挥之不去的游戏画面般的平庸感但是画面这种东西又很神奇他让你特直观的连接到如此宏大计划的现实层面即便它呈现的不行但你仿佛站在绿巨人的肩膀上又多看了一点这可能是我能给出的最好的评价了两千五百年的愚公移山所必然经历的不坚定和可能的极权时代等等细节也没有体现最开始抽签迁居地下城桥段所可能引起的不安定也没有展开为背景一切还都只是符号的样子,2019-02-05,上海,较差
幸免失学荒堂,4.0,加了一星作为爆米花片算好看归功于导演和特效原著没看不评价科学问题不谈价值观嘛纯从后果主义的角度看问题也过得去煽情虽浓也算合乎情理吴京演技撑不起来是硬伤台词算努力了但是说服当局谈作为父亲在大喇叭里我是初中生实在尴尬致敬太空漫游那段不如不要库布里克讨论了工具理性和价值的冲突到这儿变成老子就不理智你能咋地创造奇迹靠的是横竖一死不如赌了舍身炸碉堡这本身都没毛病但是说好的科幻呢早知道算出来的结果是凉凉先忽悠所有人做无用功到点儿哄大家安乐死最后干脆甩手都看你的了建议通通弹劾不过总体来说值票钱,2019-02-06,,推荐
xiaohanyu,5.0,难以置信难以置信国产科幻片也能有如此水准相当赞道路千万条安全第一条行车不规范亲人两行泪大亮,2019-02-07,,力荐
荔枝超人,3.0,当然自己很清楚自己不喜欢这个片的哪些点不过也没什么好讲的一部电影能引起这么大的社会效应写个服字就好了,2019-02-13,,还行
思路乐,5.0,我觉得在可能的情况下这部流浪地球很有可能就是年最佳商业大片了在国内电影环境有限的条件下郭帆和他的团队做到了最好无论是特效场面道具细节还是素材的搭配度电影配乐和情绪把握都在中国工业电影环境下达到了一个极高的水准但仍然具有许多国产电影所有的通病故事节奏把控不佳一到多线救援剪辑就变得细碎人物表演欠缺火候削弱了很多煽情点的力量以及煽情过度的毛病这个还是看个人口味但仍然胜过同类型国产电影好几条街这么说吧这部电影绝对是建国以来第一部大制作高水准且具备较为完整的世界观架构的科幻大片而且本片对于国产电影未来的启示与发展的意义更是远胜于它的市场意义冲着这一点我可以给流浪地球和不断前进的中国电影人打出饱含敬意的一个五星评价祝中国科幻好运,2019-02-05,南平市,力荐
王大盆,2.0,看的我脑仁疼二星给视觉特效其余真的一塌糊涂了实际上在视觉特效在爽爽爽之余全片像是舞台剧一样很多镜头都像是发生在舞台上而不是现实世界里的感觉,2019-02-09,上海,较差
末摘花,4.0,今年春节的电影优秀的没有这部还算不错吧,2019-02-06,福州市,推荐
字母君,2.0,大家对它的评价戾气略重所以看的时候想尽量帮它找些优点但失败了同声传译这种细节很好但导演拍灾难片连基本功都没过关人物无视轴线满空间乱飞都是不受时空限制的超能力者开场追逐戏无比简单却连基本的空间关系都确立不来电梯井和炸木星两场的调度剪辑是灾难级的前者轴线之错乱成功把我看到晕车重场戏处理很儿戏炸木星段冗长无比却把所有人物情感和问题解决过程都避而不拍的平行剪辑也太糊弄人了明显为压缩时长而做的台词画外处理也只起了反效果剧本问题同样严重毫无情感基础情绪全靠台词和耳熟到能比电影提早哼出原曲的配乐硬煽台词在表演的搭配下则显得更加差劲评估一下水准的话大概是设定特效好莱坞二流水准配乐因为是抄的不入流水准剧本台词写作表演情感导演调度剪辑吧,2019-02-10,长沙市,较差
康报虹,3.0,刘慈欣的原著无疑是大气磅礴的他有意弱化个人情感从而将整个人类族群放置于激荡的历史长河中电影则不是在最大程度还原刘慈欣笔下一个又一个恢弘场景的基础上本片着眼于流浪中的一家三代更注重人的非理性抉择与情感联系也将更多的笔墨用于刻画个人英雄主义在集体智慧中所能发挥的作用侧重点不同作品中所流露出的浪漫主义情怀却是一脉相承的尤其在两星交会时此刻人类的孤独在绝美的宇宙面前显露无疑我们能从流浪地球中看到许多经典电影的影子与此同时本片又明显不同于这些舶来品中国科幻电影的空白与对类型电影的本土化改造让流浪地球显得独树一帜在市场的肯定下我希望能有越来越多的中式科幻电影出现在大众视野到那时我们才能说流浪地球开启了中国科幻电影元年,2019-02-07,西安市,还行
楊不歡,4.0,流浪地球看之前國內要拍科幻別毀啊有吳京太空戰狼看之後真香一細想台詞情節剪輯人物煽情都有硬傷但還是覺得挺好看真香,2019-02-05,,推荐
赵启辰,4.0,特效和美术满分国片能做到这样骄傲自豪振奋问题出在一些场面戏的场景连接和镜头有点跳虽然观众会脑补但是也需要反应一下才知道发生了什么更关键的是对于人物情感的处理原著中的一个亮点是在流浪地球社会人类的情感因为这种共同面对全球危机的格局发生了改变而此片中人物的情感还是基于和平的现实世界建构的如果在这个层面做得更高级就更棒了,2019-02-09,,推荐
洗浄機,5.0,约等于基本上中国电影的套路都避免了甚至还都是反套路也没有出现什么不正常的场面人物牺牲的片段都挺真实的不刻意也没有过度渲染就是有些紧急片段能不能别说废话别太煽情啊还有那些只要电影一带有大国情怀国产标签就低分儿预订的人你他妈人在中国看的中国电影装什么世界级鉴赏师呢就你牛逼就你懂电影就你看科幻片儿吃里扒外的家伙而且哪里战狼了既没有个人英雄主义这电影他妈讲的是团队啊饱和式救援和集体主义这个设定居然还有人喷欧美灾难片才是比较偏向个人主义啊这部不仅中国人没有扮演单独英雄电影还已经弱化了国家的概念上升到整个文明的高度了啊也很真实啊朋友们,2019-02-06,,力荐
VeryGZ,3.0,对科幻的理解还停留在堆砌动作奇观场面上这一点和去年同为春节档的红海行动如出一辙即喂饱未成熟电影市场观众的眼睛为第一要务区别于美式个人英雄主义而是刻有中国特色集体主义烙印的一次胜利创作思路暴露无遗照搬太空奥德赛哈尔叛变地心引力惊悚和后天灾难情节尬死人好在全片未有过分宣扬国威至少知道节制话说回来尽管是好莱坞年代科幻工业水准但中国诞生了一部真正意义上的科幻电影还是可喜可贺科幻奥义人性哲学缺失不求苛责倒是给差评就引来一批党同伐异扣帽批斗的民族主义分子围攻挺意外有政治诉求的军事电影还可以理解科幻片嘛非常值得警惕我这种小透明不知会不会收到来自华为手机的辱骂豆邮卢米埃芳草地,2019-02-06,常德市,还行
蓝调共和,5.0,看了在休斯顿首场的流浪地球版有刘慈欣的原著和不俗的特效片子拍得气势恢宏扣人心弦激动人心难得看到国内拍摄的科幻电影非常值得一看我打分,2019-02-06,,力荐
胤祥,4.0,柏林和间隙终于补上了实话说原著党表示不太喜欢剧作片子充其量也只能算是流浪地球选段吧就电影而言做成少年向是非常对的郭帆的青春片底子用上了找的视觉参考其实是环太而同时又致敬了太空漫游也是很不错的但是剧作还是有问题的就影片而言却是值得一吹四星妥妥的但是场外因素实在令人不爽尤其外交部和宣宣介入之后这个事情的性质已经变了从这个角度回到文本倒是能看出一件趣事为什么只有中国人才能救地球因为社会组织方式啊所以影片里面令人绝望的未来与当下中国社会形态的高度近似感本身是有着明确意识形态指向的,2019-02-22,北京,推荐
飞行官,4.0,整体来讲流浪地球可以的很可以还有很多国产电影你横向对比着看感觉只有五六十分七十分顶天了但你也要知道咱们这儿得从负两百分算起是一分一分加上来的这不容易很不容易,2019-02-07,北京,推荐
吃胶片的考拉,4.0,缺点和优点一样多除了越往后越离谱的剧情合理性过度借鉴的配乐和设计最烦的还是三番五次得用台词和音乐煽情这些缺点让你时不时翻个白眼但又会继续看下去因为电影整体的完成度足够高冲突不断升级叙事节奏恰好又不失细节设计这些错误就像是故意犯下的因为不这么瞎编这部电影根本拍不出来最后呈现的是一部不够严谨的好莱坞式的灾难大片就像是地基千疮百孔地面上却华丽至极的大厦所有人都为之侧目但却十分危险,2019-02-07,北京,推荐
GQismyname,5.0,一个没有修过长城的民族是想象不到把地球开走的操作的有没有瑕疵有是不是完美不是但是我就是要给五分我就是要给好评我就是赞因为这是一部吃螃蟹的电影而且螃蟹好吃,2019-02-06,深圳市,力荐
小波福娃,3.0,想吐槽的地方很多但其实算是春节档里不多的想正面肯定一下的一部片了一些地方很有诚意没想到里面的吴京不是最讨厌的而且他最后爆炸了可以给个不吹不黑中正平和的三星好评了,2019-02-08,,还行
张春[阿卡纳],4.0,还是不错的设定特效画面其实所有的类型故事都缺中国背景所以能在灾难片里看到东方明珠和大裤衩是很开心的试问谁不想看自己熟悉的东西出现末日景象倒塌的纽约和旧金山多羡慕人啊光这个就值了另外也希望票房大卖这部能赚钱的话就能看到更多的中国科幻电影了吧,2019-02-05,,推荐
A-sun*,4.0,给岁月以文明给文明以岁月,2019-02-05,广州市,推荐
沧海一小生,2.0,对新技术的探索精神值得鼓励应该看到我们的努力对国人情怀的把握也比较精准这个有些滑头了其他了了,2019-02-08,承德市,较差
曼靑,5.0,那些说不好看的人摄像机给你你来拍真想让那些拍个小妖怪动画片和三流情感小剧场都要弄个的人来看一看这才是电影应该有的样子作为一个从初中物理就开始不及格的人来说我看了两遍原著依然没有看懂但是电影我看得很入戏虽然电影做了很多的情节改动但是具象化的表达方式填补了我的想象空白电影里最喜欢的一段是韩子昂在氧气耗尽前回忆起自己过往的一生没有想起金钱名誉和权力他想起的是十四年前地球停止自转的第七天他在海啸中救起了一个劫后余生的女婴他收养了她给她取名韩朵朵这是他故去女儿的名字人在生命的最后一刻往往会怀念起一生最珍贵的东西,2019-02-06,,力荐
灌水机,4.0,这部电影最厉害的地方就是最后拯救地球的戏份太过热血京京的亲情戏码太过感人所以我完全忘记了中间的徒劳的火石转移剧情有多么多么屎最后还是给它打了分可见只要开头开好了结尾收好了中间瞎几把演的都会被人忘记的,2019-02-05,,推荐
Avril Lavigne,2.0,尬死了这是个屁的硬科幻另一个愚公移山的故事罢了有个评论说的好这种愚公移山精卫填海的故事只有中国人会想得出来但是太脱离实际了也不行吧真当万有引力是吃素的,2019-02-07,,较差
Mamula,5.0,给星际穿越这种软科幻三星以上的人不配给这部片三星以下看之前比较了豆瓣评分和友邻评分期待值理性定位在以上明日边缘以下如果有对我胃口的点可能比得上环太平洋的视效和星际迷航的冒险内核没想到看完两个点都戳了前五分钟的格局和呈现方式完全满足了我对大刘科幻的期待以至于担心后面会跟不上整个看下来即使后面最套路的部分也至少维持了好莱坞顶级商业片的节奏和特效水平只有新广播和下坠三段有槽点全片重金属车间审美加中国特色正中我下怀完美呈现大刘无限接近现实世界的风格加上隐含的英特纳雄耐尔一定要实现的中二连明明一直是弱项的人物居然都完全不拖后腿失重的眼泪戳中这辈子看电影第一次泪点剧本包袱对仗工整唯一的线头是那一站被扔下的宇航员喜欢如懿的俩演员祝福大刘从此被钱砸晕,2019-02-10,,力荐
加州站街男孩,2.0,全程辱骂那个户口和朵朵兄妹怎么这两还不赶紧死,2019-02-12,上海,较差
苇间疯,5.0,家都没了的话还过什么年很中国先用硬科幻概念顶级特效与适度煽情把热度带起来这一步无可厚非希望未来的中国电影将目光聚焦至科幻作品的暗面比如地球上那一半无法进入地下城避难的人类的命运,2019-02-08,上海,力荐
我是大皮哥,4.0,顿爷坦叔金哥咱们阿弥还得陀佛,2019-02-06,,推荐
zeeko,4.0,时至今日我们好歹有了这么部影片可以让整天被宫斗玄幻以及各种神剧裹挟的人们能想着抬起头来向尘世之外瞥上一眼,2019-02-14,,推荐
架构师,2.0,富力海珠城场车子发动的时候座位都跟着震动震感相当到位影片评价全面照搬美国灾难大片模式我们从小看着后天变形金刚这些美国大片长大对其中所有的剧情套路人物配置都早已熟悉这种电影真的不用看都知道接下来的情节走向但对于我们的孩子来说他们最早接触到的是中国国产的大片让国产电影成为孩子的电影启蒙这个重任交给流浪地球是完全称职的视觉效果相当震撼气势宏大作为一部合家欢大团圆风格的电影质量非常高相信中国有了属于自己的一流的合家欢科幻片以后也会慢慢出现更黑暗风格的科幻片当然绝对不会是这一部,2019-02-05,,较差
